TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,ORDINAL_POSITION
BENCHLING_STAGE,STG_BL__CONTAINERS,BL_SOURCE_ID,TEXT,14
BENCHLING_STAGE,STG_BL__CONTAINERS,CREATOR_ID,TEXT,15
BENCHLING_STAGE,STG_BL__CONTAINERS,CHECKOUT_ASSIGNEE_TEAM_ID,TEXT,16
BENCHLING_STAGE,STG_BL__CONTAINERS,CHECKOUT_ASSIGNEE_USER_ID,TEXT,17
BENCHLING_STAGE,STG_BL__CONTAINERS,INVENTORY_URL,TEXT,18
BENCHLING_STAGE,STG_BL__CONTAINERS,IS_ARCHIVED,BOOLEAN,19
BENCHLING_STAGE,STG_BL__CONTAINERS,ARCHIVED_PURPOSE,TEXT,20
BENCHLING_STAGE,STG_BL__CONTAINERS,CHECKOUT_STATUS_MODIFIED_AT,TIMESTAMP_TZ,21
BENCHLING_STAGE,STG_BL__CONTAINERS,CREATED_AT,TIMESTAMP_TZ,22
BENCHLING_STAGE,STG_BL__CONTAINERS,MODIFIED_AT,TIMESTAMP_TZ,23
BENCHLING_STAGE,STG_BL__CONTAINERS,EMITTED_AT,TIMESTAMP_TZ,24
BENCHLING_STAGE,STG_BL__CONTAINER_CONTENTS,CONTAINER_BATCH_ID,TEXT,1
BENCHLING_STAGE,STG_BL__CONTAINER_CONTENTS,BATCH_ID,TEXT,2
BENCHLING_STAGE,STG_BL__CONTAINER_CONTENTS,ENTITY_ID,TEXT,3
BENCHLING_STAGE,STG_BL__CONTAINER_CONTENTS,BL_SOURCE_ID,TEXT,4
BENCHLING_STAGE,STG_BL__CONTAINER_CONTENTS,CONTAINER_ID,TEXT,5
BENCHLING_STAGE,STG_BL__CONTAINER_CONTENTS,CONCENTRATION,FLOAT,6
BENCHLING_STAGE,STG_BL__CONTAINER_CONTENTS,CONCENTRATION_UNITS,TEXT,7
BENCHLING_STAGE,STG_BL__CONTAINER_CONTENTS,EMITTED_AT,TIMESTAMP_TZ,8
BENCHLING_STAGE,STG_BL__LOCATIONS,INVENTORY_NAME,TEXT,1
BENCHLING_STAGE,STG_BL__LOCATIONS,INVENTORY_BARCODE,TEXT,2
BENCHLING_STAGE,STG_BL__LOCATIONS,LOCATION_ID,TEXT,3
BENCHLING_STAGE,STG_BL__LOCATIONS,PARENT_LOCATION_ID,TEXT,4
BENCHLING_STAGE,STG_BL__LOCATIONS,SCHEMA_ID,TEXT,5
BENCHLING_STAGE,STG_BL__LOCATIONS,BL_SOURCE_ID,TEXT,6
BENCHLING_STAGE,STG_BL__LOCATIONS,CREATOR_ID,TEXT,7
BENCHLING_STAGE,STG_BL__LOCATIONS,IS_ARCHIVED,BOOLEAN,8
BENCHLING_STAGE,STG_BL__LOCATIONS,ARCHIVED_PURPOSE,TEXT,9
BENCHLING_STAGE,STG_BL__LOCATIONS,CREATED_AT,TIMESTAMP_TZ,10
BENCHLING_STAGE,STG_BL__LOCATIONS,MODIFIED_AT,TIMESTAMP_TZ,11
BENCHLING_STAGE,STG_BL__LOCATIONS,EMITTED_AT,TIMESTAMP_TZ,12
BENCHLING_STAGE,STG_BL__PLATES,INVENTORY_NAME,TEXT,1
BENCHLING_STAGE,STG_BL__PLATES,INVENTORY_BARCODE,TEXT,2
BENCHLING_STAGE,STG_BL__PLATES,PLATE_ID,TEXT,3
BENCHLING_STAGE,STG_BL__PLATES,INVENTORY_URL,TEXT,4
BENCHLING_STAGE,STG_BL__PLATES,LOCATION_ID,TEXT,5
BENCHLING_STAGE,STG_BL__PLATES,SCHEMA_ID,TEXT,6
BENCHLING_STAGE,STG_BL__PLATES,BL_SOURCE_ID,TEXT,7
BENCHLING_STAGE,STG_BL__PLATES,CREATOR_ID,TEXT,8
BENCHLING_STAGE,STG_BL__PLATES,IS_ARCHIVED,BOOLEAN,9
BENCHLING_STAGE,STG_BL__PLATES,ARCHIVED_PURPOSE,TEXT,10
BENCHLING_STAGE,STG_BL__PLATES,CREATED_AT,TIMESTAMP_TZ,11
BENCHLING_STAGE,STG_BL__PLATES,MODIFIED_AT,TIMESTAMP_TZ,12
BENCHLING_STAGE,STG_BL__PLATES,EMITTED_AT,TIMESTAMP_TZ,13
BENCHLING_STAGE,STG_BL__WELLS,INVENTORY_NAME,TEXT,1
BENCHLING_STAGE,STG_BL__WELLS,INVENTORY_BARCODE,TEXT,2
BENCHLING_STAGE,STG_BL__WELLS,CONTAINER_ID,TEXT,3
BENCHLING_STAGE,STG_BL__WELLS,BOX_ID,TEXT,4
BENCHLING_STAGE,STG_BL__WELLS,PLATE_ID,TEXT,5
BENCHLING_STAGE,STG_BL__WELLS,ROW_INDEX,NUMBER,6
BENCHLING_STAGE,STG_BL__WELLS,COLUMN_INDEX,NUMBER,7
BENCHLING_STAGE,STG_BL__WELLS,VOLUME,FLOAT,8
BENCHLING_STAGE,STG_BL__WELLS,VOLUME_UNITS,TEXT,9
BENCHLING_STAGE,STG_BL__WELLS,CHECKOUT_STATUS,TEXT,10
BENCHLING_STAGE,STG_BL__WELLS,RESTRICTION_STATUS,TEXT,11
BENCHLING_STAGE,STG_BL__WELLS,LOCATION_ID,TEXT,12
BENCHLING_STAGE,STG_BL__WELLS,SCHEMA_ID,TEXT,13
BENCHLING_STAGE,STG_BL__WELLS,CONTAINER_SCHEMA_TYPE,TEXT,14
BENCHLING_STAGE,STG_BL__WELLS,BL_SOURCE_ID,TEXT,15
BENCHLING_STAGE,STG_BL__WELLS,CREATOR_ID,TEXT,16
BENCHLING_STAGE,STG_BL__WELLS,CHECKOUT_ASSIGNEE_TEAM_ID,TEXT,17
BENCHLING_STAGE,STG_BL__WELLS,CHECKOUT_ASSIGNEE_USER_ID,TEXT,18
BENCHLING_STAGE,STG_BL__WELLS,INVENTORY_URL,TEXT,19
BENCHLING_STAGE,STG_BL__WELLS,IS_ARCHIVED,BOOLEAN,20
BENCHLING_STAGE,STG_BL__WELLS,ARCHIVED_PURPOSE,TEXT,21
BENCHLING_STAGE,STG_BL__WELLS,CHECKOUT_STATUS_MODIFIED_AT,TIMESTAMP_TZ,22
BENCHLING_STAGE,STG_BL__WELLS,CREATED_AT,TIMESTAMP_TZ,23
BENCHLING_STAGE,STG_BL__WELLS,MODIFIED_AT,TIMESTAMP_TZ,24
BENCHLING_STAGE,STG_BL__WELLS,EMITTED_AT,TIMESTAMP_TZ,25
BENCHLING_STAGE,STG_DATE_FIELDS,REGISTRY_ENTITY_ID,TEXT,1
BENCHLING_STAGE,STG_DATE_FIELDS,DATE_VALUE,TIMESTAMP_TZ,2
BENCHLING_STAGE,STG_DNA_ALIQUOTS,ENTITY,TEXT,1
BENCHLING_STAGE,STG_DNA_ALIQUOTS,ENTITY_ID,TEXT,2
BENCHLING_STAGE,STG_DNA_ALIQUOTS,DESCRIPTION,TEXT,3
BENCHLING_STAGE,STG_DNA_ALIQUOTS,OPERATOR,TEXT,4
BENCHLING_STAGE,STG_DNA_ALIQUOTS,EXTRACTION_DATE,DATE,5
BENCHLING_STAGE,STG_DNA_ALIQUOTS,EXTRACTION_PROTOCOL,TEXT,6
BENCHLING_STAGE,STG_DNA_ALIQUOTS,EXTRACTION_INPUT_AMOUNT,NUMBER,7
BENCHLING_STAGE,STG_DNA_ALIQUOTS,EXTRACTION_INPUT_UNITS,TEXT,8
BENCHLING_STAGE,STG_DNA_ALIQUOTS,BATCH_ID,TEXT,9
BENCHLING_STAGE,STG_DNA_ALIQUOTS,BATCH_NAME,TEXT,10
BENCHLING_STAGE,STG_DNA_ALIQUOTS,NOTES,TEXT,11
BENCHLING_STAGE,STG_DNA_ALIQUOTS,INPUT_AMOUNT,NUMBER,12
BENCHLING_STAGE,STG_DNA_ALIQUOTS,INPUT_UNITS,TEXT,13
BENCHLING_STAGE,STG_DNA_ALIQUOTS,CONC_ASSAY,TEXT,14
BENCHLING_STAGE,STG_DNA_ALIQUOTS,CONC_NG_UL,NUMBER,15
BENCHLING_STAGE,STG_DNA_ALIQUOTS,QUALITY_ASSAY,TEXT,16
BENCHLING_STAGE,STG_DNA_ALIQUOTS,FULL_TRACE,NUMBER,17
BENCHLING_STAGE,STG_DNA_ALIQUOTS,MONONUCLEOSOME,FLOAT,18
BENCHLING_STAGE,STG_DNA_ALIQUOTS,DINUCLEOSOME,FLOAT,19
BENCHLING_STAGE,STG_DNA_ALIQUOTS,QC_FAIL,TEXT,20
BENCHLING_STAGE,STG_DNA_ALIQUOTS,QC_STATUS,TEXT,21
BENCHLING_STAGE,STG_DNA_ALIQUOTS,CONTROL_TYPE,TEXT,22
BENCHLING_STAGE,STG_DNA_ALIQUOTS,CREATED_AT,TIMESTAMP_TZ,23
BENCHLING_STAGE,STG_DNA_ALIQUOTS,ELUTION_VOL_UL,NUMBER,24
BENCHLING_STAGE,STG_DNA_ALIQUOTS,MODIFIED_AT,TIMESTAMP_TZ,25
BENCHLING_STAGE,STG_FIELD,ENTITY_ID,TEXT,1
BENCHLING_STAGE,STG_FIELD,Sample Source,TEXT,2
BENCHLING_STAGE,STG_FIELD,Source Subject ID,TEXT,3
BENCHLING_STAGE,STG_FIELD,Operator,TEXT,4
BENCHLING_STAGE,STG_FIELD,Project Name,TEXT,5
BENCHLING_STAGE,STG_FIELD,Processing Protocol,TEXT,6
BENCHLING_STAGE,STG_FIELD,Extraction Protocol,TEXT,7
BENCHLING_STAGE,STG_FIELD,Assay Type,TEXT,8
BENCHLING_STAGE,STG_FIELD,DATE_VALUE,TIMESTAMP_TZ,9
BENCHLING_STAGE,STG_LIBRARY_PREP,ENTITY,TEXT,1
BENCHLING_STAGE,STG_LIBRARY_PREP,ENTITY_ID,TEXT,2
BENCHLING_STAGE,STG_LIBRARY_PREP,DESCRIPTION,TEXT,3
BENCHLING_STAGE,STG_LIBRARY_PREP,PROJECT,TEXT,4
BENCHLING_STAGE,STG_LIBRARY_PREP,INPUT_DNA_NG,FLOAT,5
BENCHLING_STAGE,STG_LIBRARY_PREP,OPERATOR,TEXT,6
BENCHLING_STAGE,STG_LIBRARY_PREP,LIB_PREP_DATE,DATE,7
BENCHLING_STAGE,STG_LIBRARY_PREP,BATCH_ID,TEXT,8
BENCHLING_STAGE,STG_LIBRARY_PREP,BATCH_NAME,TEXT,9
BENCHLING_STAGE,STG_LIBRARY_PREP,ASSAY,TEXT,10
BENCHLING_STAGE,STG_LIBRARY_PREP,ASSAY_VERSION,TEXT,11
BENCHLING_STAGE,STG_LIBRARY_PREP,INDEX_NAME,TEXT,12
BENCHLING_STAGE,STG_LIBRARY_PREP,INDEX_SEQUENCE,TEXT,13
BENCHLING_STAGE,STG_LIBRARY_PREP,NOTES,TEXT,14
BENCHLING_STAGE,STG_LIBRARY_PREP,INPUT_VOL_UL,NUMBER,15
BENCHLING_STAGE,STG_LIBRARY_PREP,CONC_ASSAY,TEXT,16
BENCHLING_STAGE,STG_LIBRARY_PREP,CONC_NG_UL,NUMBER,17
BENCHLING_STAGE,STG_LIBRARY_PREP,QUALITY_ASSAY,TEXT,18
BENCHLING_STAGE,STG_LIBRARY_PREP,QC_FAIL,TEXT,19
BENCHLING_STAGE,STG_LIBRARY_PREP,QC_STATUS,TEXT,20
BENCHLING_STAGE,STG_LIBRARY_PREP,FINAL_VOL_UL,FLOAT,21
BENCHLING_STAGE,STG_LIBRARY_PREP,LIBRARY_VOLUME,FLOAT,22
BENCHLING_STAGE,STG_LIBRARY_PREP,MODIFIED_AT,TIMESTAMP_TZ,23
BENCHLING_STAGE,STG_LINKED_ENTITIES,ENTITY_ID,TEXT,1
BENCHLING_STAGE,STG_LINKED_ENTITIES,PARENT_ID,TEXT,2
BENCHLING_STAGE,STG_PLASMA_CALCULATION,DNA_ID,TEXT,1
BENCHLING_STAGE,STG_PLASMA_CALCULATION,ACD_ID,TEXT,2
BENCHLING_STAGE,STG_PLASMA_CALCULATION,ACCESSIONED_PLASMA_VOL,NUMBER,3
BENCHLING_STAGE,STG_PLASMA_CALCULATION,ACCESSIONED_PLASMA_VOL_UNITS,TEXT,4
BENCHLING_STAGE,STG_PLASMA_CALCULATION,EXTRACTION_PLASMA_VOL_ML,NUMBER,5
BENCHLING_STAGE,STG_PLASMA_CALCULATION,PLASMA_VOL_ML,NUMBER,6
BENCHLING_STAGE,STG_PLASMA_CALCULATION,PLASMA_TOP_OFF_VOL_ML,NUMBER,7
BENCHLING_STAGE,STG_PLASMA_CALCULATION,DNA_INPUT_AMOUNT,NUMBER,8
BENCHLING_STAGE,STG_PLASMA_CALCULATION,DNA_INPUT_UNITS,TEXT,9
BENCHLING_STAGE,STG_PLASMA_CALCULATION,DNA_EXTRACTION_INPUT_AMOUNT,NUMBER,10
BENCHLING_STAGE,STG_PLASMA_CALCULATION,DNA_EXTRACTION_INPUT_UNITS,TEXT,11
BENCHLING_STAGE,STG_PLASMA_CALCULATION,DNA_CONC_NG_UL,NUMBER,12
BENCHLING_STAGE,STG_PLASMA_CALCULATION,DNA_ELUTION_VOL_UL,NUMBER,13
BENCHLING_STAGE,STG_PLASMA_CALCULATION,PLASMA_FINAL_VOL_ML,NUMBER,14
BENCHLING_STAGE,STG_PLASMA_CALCULATION,PLASMA_CONC_NG_ML,NUMBER,15
BENCHLING_STAGE,STG_PLASMA_CALCULATION,_NEW_PLASMA_CONC_NG_ML,NUMBER,16
BENCHLING_STAGE,STG_SAMPLE_ENTITIES,ENTITY_ID,TEXT,1
BENCHLING_STAGE,STG_SAMPLE_ENTITIES,ENTITY_NAME,TEXT,2
BENCHLING_STAGE,STG_SAMPLE_ENTITIES,ENTITY_TYPE,TEXT,3
BENCHLING_STAGE,STG_SAMPLE_TREE,ENTITY_ID,TEXT,1
BENCHLING_STAGE,STG_SAMPLE_TREE,ENTITY_NAME,TEXT,2
BENCHLING_STAGE,STG_SAMPLE_TREE,ENTITY_TYPE,TEXT,3
BENCHLING_STAGE,STG_SAMPLE_TREE,PARENT_ID,TEXT,4
BENCHLING_STAGE,STG_SAMPLE_TREE,PARENT_NAME,TEXT,5
BENCHLING_STAGE,STG_SAMPLE_TREE,PARENT_TYPE,TEXT,6
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,ENTITY,TEXT,1
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,ENTITY_ID,TEXT,2
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,SEQ_DATE,DATE,3
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,OPERATOR,TEXT,4
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,LOADING_CONC_PM,NUMBER,5
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,LEGACY_SEQ_ID,TEXT,6
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,NOTES,TEXT,7
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,QC_FAIL,TEXT,8
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,QC_STATUS,TEXT,9
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,SEQ_RUN_ID,TEXT,10
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,READ_LENGTH,TEXT,11
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,CREATED_AT,TIMESTAMP_TZ,12
BENCHLING_STAGE,STG_SEQUENCING_ALIQUOTS,"GREATEST(SEQUENCING_ALIQUOTS.MODIFIED_AT, MEASURES.CREATED_AT)",TIMESTAMP_TZ,13
BFX,BENCHLING_INPUT_ERRORS,SEQ_ID,TEXT,1
BFX,BENCHLING_INPUT_ERRORS,LIB_ID,TEXT,2
BFX,BENCHLING_INPUT_ERRORS,READ_LENGTH,TEXT,3
BFX,BENCHLING_INPUT_ERRORS,LIB_CONC_NG_UL,NUMBER,4
BFX,BENCHLING_INPUT_ERRORS,LIB_VOLUME,FLOAT,5
BFX,BENCHLING_INPUT_ERRORS,DNA_INPUT_AMOUNT,NUMBER,6
BFX,BENCHLING_INPUT_ERRORS,STATUS_NAME,TEXT,7
BFX,BENCHLING_INPUT_ERRORS,SOURCE_ID,TEXT,8
BFX,OLD_DGEL_BUILDER,SEQ_ID,TEXT,1
BFX,OLD_DGEL_BUILDER,GENOME,TEXT,2
BFX,OLD_DGEL_BUILDER,METRIC_FAIL,TEXT,3
BFX,OLD_DGEL_BUILDER,FLOW_CELL,TEXT,4
BFX,OLD_DGEL_BUILDER,LIBRARY,TEXT,5
BFX,OLD_DGEL_BUILDER,MEANSUM,FLOAT,6
BFX,OLD_DGEL_BUILDER,UNMAPPED,FLOAT,7
BFX,OLD_DGEL_BUILDER,HET_SNP_Q,FLOAT,8
BFX,OLD_DGEL_BUILDER,SD_COVERAGE,FLOAT,9
BFX,OLD_DGEL_BUILDER,SUMMED_MEAN,FLOAT,10
BFX,OLD_DGEL_BUILDER,TOTAL_COUNT,NUMBER,11
BFX,OLD_DGEL_BUILDER,TOTAL_PAIRS,FLOAT,12
BFX,OLD_DGEL_BUILDER,MAD_COVERAGE,FLOAT,13
BFX,OLD_DGEL_BUILDER,PCT_EXC_DUPE,FLOAT,14
BFX,OLD_DGEL_BUILDER,PCT_EXC_MAPQ,FLOAT,15
BFX,OLD_DGEL_BUILDER,MEAN_COVERAGE,FLOAT,16
BFX,OLD_DGEL_BUILDER,PCT_EXC_BASEQ,FLOAT,17
BFX,OLD_DGEL_BUILDER,PCT_EXC_TOTAL,FLOAT,18
BFX,OLD_DGEL_BUILDER,SUMMED_MEDIAN,NUMBER,19
BFX,OLD_DGEL_BUILDER,PCT_EXC_CAPPED,FLOAT,20
BFX,OLD_DGEL_BUILDER,UNMAPPED_READS,FLOAT,21
BFX,OLD_DGEL_BUILDER,MEDIAN_COVERAGE,FLOAT,22
BFX,OLD_DGEL_BUILDER,PCT_EXC_ADAPTER,FLOAT,23
BFX,OLD_DGEL_BUILDER,PCT_EXC_OVERLAP,FLOAT,24
BFX,OLD_DGEL_BUILDER,UNIQUE_UNPAIRED,FLOAT,25
BFX,OLD_DGEL_BUILDER,GENOME_TERRITORY,FLOAT,26
BFX,OLD_DGEL_BUILDER,PCT_EXC_UNPAIRED,FLOAT,27
BFX,OLD_DGEL_BUILDER,READ_PAIR_UNIQUE,FLOAT,28
BFX,OLD_DGEL_BUILDER,DUPLICATE_UNPAIRED,FLOAT,29
BFX,OLD_DGEL_BUILDER,HET_SNP_SENSITIVITY,FLOAT,30
BFX,OLD_DGEL_BUILDER,READ_PAIR_DUPLICATES,FLOAT,31
BFX,OLD_DGEL_BUILDER,UNPAIRED_READ_UNIQUE,FLOAT,32
BFX,OLD_DGEL_BUILDER,DUPLICATE_PAIRS_OPTICAL,FLOAT,33
BFX,OLD_DGEL_BUILDER,UNPAIRED_READS_EXAMINED,FLOAT,34
BFX,OLD_DGEL_BUILDER,UNPAIRED_READ_DUPLICATES,FLOAT,35
BFX,OLD_DGEL_BUILDER,DUPLICATE_PAIRS_NONOPTICAL,FLOAT,36
BFX,OLD_DGEL_BUILDER,READ_PAIR_OPTICAL_DUPLICATES,FLOAT,37
BFX,OLD_DGEL_BUILDER,SECONDARY_OR_SUPPLEMENTARY_RDS,FLOAT,38
BFX,OLD_DGEL_BUILDER,READ_PAIR_NOT_OPTICAL_DUPLICATES,FLOAT,39
BFX,OLD_DGEL_BUILDER,PCT_1X,FLOAT,40
BFX,OLD_DGEL_BUILDER,PCT_5X,FLOAT,41
BFX,OLD_DGEL_BUILDER,PCT_10X,FLOAT,42
BFX,OLD_DGEL_BUILDER,PCT_15X,FLOAT,43
BFX,OLD_DGEL_BUILDER,PCT_20X,FLOAT,44
BFX,OLD_DGEL_BUILDER,PCT_25X,FLOAT,45
BFX,OLD_DGEL_BUILDER,PCT_30X,FLOAT,46
BFX,OLD_DGEL_BUILDER,PCT_40X,FLOAT,47
BFX,OLD_DGEL_BUILDER,PCT_50X,FLOAT,48
BFX,OLD_DGEL_BUILDER,PCT_60X,FLOAT,49
BFX,OLD_DGEL_BUILDER,PCT_70X,FLOAT,50
BFX,OLD_DGEL_BUILDER,PCT_80X,FLOAT,51
BFX,OLD_DGEL_BUILDER,PCT_90X,FLOAT,52
BFX,OLD_DGEL_BUILDER,PCT_100X,FLOAT,53
BFX,OLD_DGEL_BUILDER,FRACTION_20_TO_150,FLOAT,54
BFX,OLD_DGEL_BUILDER,FRACTION_50_TO_150,FLOAT,55
BFX,OLD_DGEL_BUILDER,FRACTION_90_TO_150,FLOAT,56
BFX,OLD_DGEL_BUILDER,FRACTION_100_TO_150,FLOAT,57
BFX,OLD_DGEL_BUILDER,FRACTION_150_TO_200,FLOAT,58
BFX,OLD_DGEL_BUILDER,FRACTION_160_TO_180,FLOAT,59
BFX,OLD_DGEL_BUILDER,FRACTION_163_TO_169,FLOAT,60
BFX,OLD_DGEL_BUILDER,FRACTION_180_TO_220,FLOAT,61
BFX,OLD_DGEL_BUILDER,FRACTION_250_TO_320,FLOAT,62
BFX,OLD_DGEL_BUILDER,FRACTION_300_TO_800,FLOAT,63
BFX,OLD_DGEL_BUILDER,MULTIQC_TIMESTAMP,TIMESTAMP_TZ,64
BFX,OLD_DGEL_BUILDER,EMITTED_AT,TIMESTAMP_TZ,65
BFX,OLD_DGEL_BUILDER,PERCENT_DUPLICATION,FLOAT,66
BFX,OLD_DGEL_BUILDER,UNIQUE_FRAGMENTS,NUMBER,67
BFX,OLD_DGEL_BUILDER,READ_PAIRS_EXAMINED,FLOAT,68
BFX,OLD_DGEL_BUILDER,FRAGMENTS_PERCENT_DUPLICATION,FLOAT,69
BFX,OLD_DGEL_BUILDER,TOTAL_FRAGMENTS,NUMBER,70
BFX,OLD_DGEL_BUILDER,ESTIMATED_LIBRARY_SIZE,FLOAT,71
BFX,OLD_DGEL_BUILDER,GC_SEQ_ID,TEXT,72
BFX,OLD_DGEL_BUILDER,GC68OVER30,FLOAT,73
BFX,OLD_DGEL_BUILDER,SOURCE_ID,TEXT,74
BFX,OLD_DGEL_BUILDER,BL_SEQ_ID,TEXT,75
BFX,OLD_DGEL_BUILDER,ASSAY,TEXT,76
BFX,OLD_DGEL_BUILDER,PROCESSING_PROTOCOL,TEXT,77
BFX,OLD_DGEL_BUILDER,EXTRACTION_PROTOCOL,TEXT,78
BFX,OLD_DGEL_BUILDER,LIB_NAME,TEXT,79
BFX,OLD_DGEL_BUILDER,SITE,TEXT,80
BFX,OLD_DGEL_BUILDER,DESCRIPTION,TEXT,81
BFX,OLD_DGEL_BUILDER,PROJECT,TEXT,82
BFX,OLD_DGEL_BUILDER,INPUT_DNA_NG,FLOAT,83
BFX,OLD_DGEL_BUILDER,LIB_OPERATOR,TEXT,84
BFX,OLD_DGEL_BUILDER,LIB_PREP_DATE,DATE,85
BFX,OLD_DGEL_BUILDER,ASSAY_VERSION,TEXT,86
BFX,OLD_DGEL_BUILDER,INDEX_NAME,TEXT,87
BFX,OLD_DGEL_BUILDER,INDEX_SEQUENCE,TEXT,88
BFX,OLD_DGEL_BUILDER,LIB_NOTES,TEXT,89
BFX,OLD_DGEL_BUILDER,LIBRARY_VOLUME,FLOAT,90
BFX,OLD_DGEL_BUILDER,LIB_CONC_ASSAY,TEXT,91
BFX,OLD_DGEL_BUILDER,LIB_CONC_NG_UL,FLOAT,92
BFX,OLD_DGEL_BUILDER,SEQ_DATE,DATE,93
BFX,OLD_DGEL_BUILDER,SEQ_OPERATOR,TEXT,94
BFX,OLD_DGEL_BUILDER,LOADING_CONC_PM,FLOAT,95
BFX,OLD_DGEL_BUILDER,LEGACY_SEQ_ID,TEXT,96
BFX,OLD_DGEL_BUILDER,SEQ_NOTES,TEXT,97
BFX,OLD_DGEL_BUILDER,SEQ_RUN_ID,TEXT,98
BFX,OLD_DGEL_BUILDER,READ_LENGTH,TEXT,99
BFX,OLD_DGEL_BUILDER,SUBJECTID,TEXT,100
BFX,OLD_DGEL_BUILDER,DATE_OF_VISIT,DATE,101
BFX,OLD_DGEL_BUILDER,COHORT,TEXT,102
BFX,OLD_DGEL_BUILDER,CLINICAL_NETWORK,TEXT,103
BFX,OLD_DGEL_BUILDER,SITE_NUMBER,TEXT,104
BFX,OLD_DGEL_BUILDER,SEX,TEXT,105
BFX,OLD_DGEL_BUILDER,AGE,FLOAT,106
BFX,OLD_DGEL_BUILDER,BMI_MCALC,FLOAT,107
BFX,OLD_DGEL_BUILDER,PRIMARY_DIAGNOSIS,TEXT,108
BFX,OLD_DGEL_BUILDER,HISTOLOGY,TEXT,109
BFX,OLD_DGEL_BUILDER,HISTOLOGY_CODED_FLAG,TEXT,110
BFX,OLD_DGEL_BUILDER,MEDICAL_HISTORY,TEXT,111
BFX,OLD_DGEL_BUILDER,MEDICAL_HISTORY_CODED_FLAG,TEXT,112
BFX,OLD_DGEL_BUILDER,STAGE_CURRENT,TEXT,113
BFX,OLD_DGEL_BUILDER,STAGE_DIAGNOSIS,TEXT,114
BFX,OLD_DGEL_BUILDER,SMOKING_STATUS,TEXT,115
BFX,OLD_DGEL_BUILDER,SMOKING_PACK_YEARS,FLOAT,116
BFX,OLD_DGEL_BUILDER,TNM_SCORE,TEXT,117
BFX,OLD_DGEL_BUILDER,GLEASON_OVERALL,TEXT,118
BFX,OLD_DGEL_BUILDER,GLEASON_DETAIL,TEXT,119
BFX,OLD_DGEL_BUILDER,CLIN_DB_ID,TEXT,120
BFX,OLD_DGEL_BUILDER,PRDESC,TEXT,121
BFX,OLD_DGEL_BUILDER,DNA_ID,TEXT,122
BFX,OLD_DGEL_BUILDER,NORM_ID,TEXT,123
BFX,OLD_DGEL_BUILDER,LIB_ID,TEXT,124
BFX,OLD_DGEL_BUILDER,DNA_CONC_NG_UL,FLOAT,125
BFX,OLD_DGEL_BUILDER,DNA_VOLUME,FLOAT,126
BFX,OLD_DGEL_BUILDER,DNA_ELUTION_VOL_UL,FLOAT,127
BFX,OLD_DGEL_BUILDER,DNA_INPUT_UNITS,TEXT,128
BFX,OLD_DGEL_BUILDER,DNA_INPUT_AMOUNT,FLOAT,129
BFX,OLD_DGEL_BUILDER,PLASMA_CONC,FLOAT,130
BFX,OLD_DGEL_BUILDER,DNA_FAIL,TEXT,131
BFX,OLD_DGEL_BUILDER,LIB_FAIL,TEXT,132
BFX,OLD_DGEL_BUILDER,SEQ_FAIL,TEXT,133
BFX,OLD_DGEL_BUILDER,ASSIGNED_SEX,TEXT,134
BFX,OLD_DGEL_BUILDER,NUM_ZERO_GENEBODIES,NUMBER,135
BFX,OLD_DGEL_BUILDER,MEAN_FRAGMENT_SIZE,FLOAT,136
BFX,OLD_DGEL_BUILDER,DISC_LAMBDA_COUNT,NUMBER,137
BFX,OLD_DGEL_BUILDER,UNIQUE_PAIRS,FLOAT,138
BFX,OLD_DGEL_BUILDER,ZERO_CPG_FRACTION,FLOAT,139
BFX,OLD_DGEL_BUILDER,LAMBDA_TO_HUMAN_WGS_RATIO,FLOAT,140
BFX,OLD_DGEL_BUILDER,MASS_RATIO_ERROR_FACTOR,FLOAT,141
BFX,PIPELINE_STATUS,_DBT_SOURCE_RELATION,TEXT,1
BFX,PIPELINE_STATUS,SEQUENCING_DATE,DATE,2
BFX,PIPELINE_STATUS,SEQ_RUN_ID,TEXT,3
BFX,PIPELINE_STATUS,BCL2FASTQ_UPDATED_AT,TIMESTAMP_TZ,4
BFX,PIPELINE_STATUS,BCL2FASTQ_STATUS,TEXT,5
BFX,PIPELINE_STATUS,FULLPIPE_UPDATED_AT,TIMESTAMP_TZ,6
BFX,PIPELINE_STATUS,FULLPIPE_STATUS,TEXT,7
BFX,PIPELINE_STATUS,GENOME,TEXT,8
BFX,PIPELINE_STATUS,PIPELINE_VERSION,TEXT,9
BFX,PIPELINE_STATUS,SAMPLE_COUNT,NUMBER,10
BFX,PIPELINE_STATUS,EXPERIMENT_NAME,TEXT,11
